J2000_name,Julian_date,Q/I_inst,err_Q/I_inst,U/I_inst,err_U/I_inst,Q/I,err_Q/I,U/I,err_U/I,PD[%],err_PD[%],EVPA[deg],err_EVPA[deg]
RBPLJ1751+0939,2457630.4060,0.033,0.005,-0.055,0.005,0.032,0.006,-0.055,0.005,6.4,0.5,-29.8,2.3
RBPLJ1751+0939,2457631.3485,0.028,0.013,-0.044,0.012,0.028,0.013,-0.045,0.012,5.3,1.2,-29.1,6.9
RBPLJ1751+0939,2457632.3460,0.071,0.008,-0.113,0.007,0.069,0.009,-0.115,0.008,13.4,0.8,-29.6,1.8
RBPLJ1751+0939,2457633.3266,0.041,0.005,-0.127,0.005,0.037,0.007,-0.128,0.005,13.3,0.5,-36.9,1.2
RBPLJ1751+0939,2457634.3364,0.065,0.006,-0.195,0.006,0.059,0.010,-0.196,0.006,20.5,0.7,-36.7,0.9
RBPLJ1751+0939,2457635.3116,0.103,0.006,-0.148,0.005,0.099,0.008,-0.151,0.006,18.1,0.7,-28.4,1.1
RBPLJ1751+0939,2457636.3429,0.092,0.007,-0.170,0.006,0.087,0.010,-0.173,0.007,19.4,0.8,-31.7,1.1
RBPLJ1751+0939,2457637.3191,0.056,0.005,-0.100,0.005,0.054,0.007,-0.101,0.006,11.5,0.6,-31.0,1.5
RBPLJ1754+3212,2456462.4493,0.062,0.003,-0.005,0.003,0.063,0.004,-0.007,0.004,6.4,0.4,-3.1,1.6
RBPLJ1754+3212,2456486.4402,0.037,0.003,0.040,0.003,0.040,0.003,0.039,0.003,5.6,0.3,22.1,1.7
RBPLJ1754+3212,2456489.4003,0.049,0.003,0.061,0.003,0.053,0.004,0.060,0.004,8.0,0.4,24.3,1.4
RBPLJ1754+3212,2456494.3603,0.093,0.005,0.064,0.004,0.097,0.005,0.060,0.006,11.4,0.6,16.0,1.4
RBPLJ1754+3212,2456510.3634,0.049,0.004,-0.001,0.004,0.050,0.004,-0.002,0.004,5.0,0.4,-1.4,2.3
RBPLJ1754+3212,2456519.4057,0.041,0.003,-0.016,0.003,0.042,0.003,-0.017,0.004,4.5,0.3,-11.1,2.2
RBPLJ1754+3212,2456523.3142,0.018,0.004,0.002,0.004,0.019,0.005,0.002,0.004,1.9,0.5,3.2,7.1
RBPLJ1754+3212,2456529.3821,0.020,0.003,0.003,0.004,0.021,0.004,0.002,0.004,2.1,0.4,3.1,5.1
RBPLJ1754+3212,2456532.3853,0.014,0.003,0.031,0.003,0.016,0.004,0.031,0.003,3.5,0.4,31.1,2.9
RBPLJ1754+3212,2456537.3637,0.019,0.004,0.031,0.004,0.022,0.004,0.031,0.004,3.7,0.4,27.4,3.2
RBPLJ1754+3212,2456540.3504,0.000,0.004,0.040,0.004,0.003,0.005,0.040,0.004,4.0,0.5,43.0,3.2
RBPLJ1754+3212,2456544.3657,-0.017,0.003,0.062,0.003,-0.013,0.004,0.063,0.004,6.5,0.4,50.7,1.6
RBPLJ1754+3212,2456550.3945,0.006,0.006,0.028,0.005,0.009,0.006,0.028,0.005,2.9,0.6,36.4,5.6
RBPLJ1754+3212,2456576.3069,0.008,0.004,0.018,0.003,0.010,0.004,0.018,0.004,2.0,0.4,29.9,5.3
RBPLJ1754+3212,2456588.2813,0.031,0.004,-0.020,0.003,0.032,0.004,-0.020,0.004,3.8,0.4,-16.2,3.0
RBPLJ1754+3212,2456593.2316,0.031,0.003,-0.003,0.003,0.032,0.003,-0.004,0.004,3.2,0.3,-3.6,3.1
RBPLJ1754+3212,2456596.2271,0.023,0.003,0.005,0.003,0.025,0.003,0.004,0.003,2.5,0.3,4.9,4.0
RBPLJ1754+3212,2456778.6015,0.052,0.005,0.006,0.005,0.053,0.005,0.004,0.006,5.3,0.5,2.3,2.9
RBPLJ1754+3212,2456801.5224,0.038,0.003,0.020,0.003,0.040,0.004,0.019,0.004,4.5,0.4,12.6,2.4
RBPLJ1754+3212,2456822.4053,0.072,0.005,-0.045,0.004,0.072,0.006,-0.047,0.005,8.6,0.5,-16.7,1.8
RBPLJ1754+3212,2456831.5417,0.066,0.004,-0.040,0.003,0.066,0.004,-0.042,0.004,7.8,0.4,-16.3,1.5
RBPLJ1754+3212,2456846.4998,0.004,0.005,0.009,0.005,0.006,0.005,0.009,0.005,1.1,0.5,28.3,15.1
RBPLJ1754+3212,2456851.4356,0.010,0.007,0.013,0.007,0.012,0.007,0.012,0.007,1.7,0.7,22.7,12.3
RBPLJ1754+3212,2456866.3850,0.023,0.003,-0.003,0.003,0.024,0.003,-0.003,0.003,2.4,0.3,-3.6,4.1
RBPLJ1754+3212,2456874.3686,0.045,0.003,-0.048,0.003,0.044,0.004,-0.049,0.004,6.6,0.4,-24.0,1.6
RBPLJ1754+3212,2456879.4366,0.054,0.007,-0.044,0.007,0.054,0.007,-0.045,0.007,7.0,0.7,-20.0,3.0
RBPLJ1754+3212,2456882.4013,0.059,0.005,-0.036,0.005,0.059,0.005,-0.038,0.005,7.0,0.5,-16.3,2.1
RBPLJ1754+3212,2456886.4474,0.049,0.004,-0.039,0.004,0.049,0.004,-0.040,0.004,6.3,0.4,-19.9,2.0
RBPLJ1754+3212,2456901.3536,-0.018,0.003,-0.046,0.003,-0.018,0.004,-0.044,0.004,4.8,0.4,-55.9,2.2
RBPLJ1754+3212,2456906.3066,-0.018,0.004,-0.026,0.004,-0.017,0.004,-0.025,0.004,3.1,0.4,-62.2,3.7
RBPLJ1754+3212,2456941.2428,0.027,0.004,-0.057,0.004,0.027,0.005,-0.058,0.004,6.4,0.5,-32.6,2.0
RBPLJ1754+3212,2457152.4932,0.072,0.004,-0.052,0.004,0.072,0.005,-0.055,0.005,9.0,0.5,-18.7,1.6
RBPLJ1754+3212,2457162.4995,0.059,0.014,-0.051,0.013,0.059,0.014,-0.052,0.013,7.9,1.4,-20.9,5.0
RBPLJ1754+3212,2457174.4840,0.007,0.005,-0.040,0.004,0.007,0.005,-0.040,0.004,4.1,0.4,-39.9,2.9
RBPLJ1754+3212,2457194.4352,0.021,0.003,-0.044,0.003,0.021,0.004,-0.045,0.003,4.9,0.3,-32.7,1.8
RBPLJ1754+3212,2457213.4614,-0.015,0.003,0.009,0.003,-0.013,0.004,0.010,0.003,1.6,0.3,71.2,6.5
RBPLJ1754+3212,2457217.3690,0.027,0.003,-0.004,0.003,0.028,0.003,-0.005,0.003,2.9,0.3,-4.6,3.5
RBPLJ1754+3212,2457223.4309,-0.052,0.003,0.060,0.004,-0.048,0.004,0.062,0.004,7.9,0.4,63.9,1.5
RBPLJ1754+3212,2457229.4571,-0.018,0.003,0.059,0.003,-0.014,0.004,0.060,0.003,6.2,0.3,51.6,1.5
RBPLJ1754+3212,2457232.4225,-0.043,0.003,0.040,0.003,-0.040,0.004,0.042,0.003,5.8,0.3,66.8,1.7
RBPLJ1754+3212,2457235.3948,-0.003,0.006,-0.002,0.006,-0.001,0.006,-0.001,0.006,0.2,0.6,-67.4,55.2
RBPLJ1754+3212,2457239.3931,0.028,0.004,-0.002,0.004,0.030,0.004,-0.002,0.004,3.0,0.4,-2.2,3.8
RBPLJ1754+3212,2457252.3387,-0.003,0.003,0.042,0.003,0.000,0.004,0.043,0.003,4.3,0.3,45.0,2.3
RBPLJ1754+3212,2457256.4367,0.008,0.003,0.024,0.003,0.010,0.003,0.024,0.003,2.6,0.3,33.2,3.8
RBPLJ1754+3212,2457265.4090,-0.036,0.004,0.033,0.004,-0.033,0.005,0.034,0.004,4.8,0.4,66.8,2.6
RBPLJ1754+3212,2457278.3263,-0.004,0.004,0.018,0.004,-0.002,0.004,0.018,0.005,1.8,0.5,48.5,7.5
RBPLJ1754+3212,2457286.3081,-0.089,0.003,-0.027,0.003,-0.088,0.003,-0.023,0.005,9.1,0.3,-82.7,1.1
RBPLJ1754+3212,2457597.4390,-0.013,0.003,-0.033,0.003,-0.013,0.004,-0.032,0.004,3.5,0.3,-56.0,3.0
RBPLJ1754+3212,2457598.4406,0.000,0.003,-0.041,0.003,0.000,0.004,-0.041,0.003,4.1,0.3,-45.0,2.3
RBPLJ1754+3212,2457599.4072,-0.002,0.003,-0.029,0.003,-0.002,0.004,-0.028,0.003,2.8,0.3,-46.8,3.5
RBPLJ1754+3212,2457601.4059,0.000,0.003,0.009,0.003,0.002,0.003,0.009,0.003,0.9,0.3,38.5,10.6
RBPLJ1754+3212,2457602.3969,0.006,0.002,-0.004,0.002,0.007,0.003,-0.003,0.002,0.8,0.3,-13.1,10.4
RBPLJ1754+3212,2457603.3948,0.020,0.002,-0.006,0.002,0.021,0.003,-0.007,0.003,2.2,0.3,-8.8,3.4
RBPLJ1754+3212,2457604.4076,0.020,0.003,-0.021,0.003,0.021,0.004,-0.021,0.003,3.0,0.4,-22.8,3.6
RBPLJ1754+3212,2457606.3957,0.024,0.003,0.005,0.003,0.025,0.003,0.004,0.003,2.5,0.3,4.7,3.9
RBPLJ1754+3212,2457607.4612,0.019,0.004,0.002,0.004,0.020,0.004,0.002,0.004,2.0,0.4,2.2,6.4
RBPLJ1754+3212,2457608.4701,0.032,0.003,-0.019,0.003,0.032,0.004,-0.020,0.003,3.8,0.3,-15.8,2.7
RBPLJ1754+3212,2457609.3560,0.027,0.003,-0.019,0.003,0.028,0.003,-0.020,0.003,3.4,0.3,-17.7,2.6
RBPLJ1754+3212,2457612.3515,0.026,0.003,-0.049,0.002,0.026,0.003,-0.049,0.003,5.6,0.3,-31.2,1.5
RBPLJ1754+3212,2457613.4441,0.022,0.004,-0.061,0.004,0.021,0.004,-0.061,0.004,6.5,0.4,-35.4,1.7
RBPLJ1754+3212,2457616.4605,-0.001,0.004,-0.073,0.005,-0.002,0.005,-0.072,0.005,7.3,0.5,-45.9,1.8
RBPLJ1754+3212,2457617.3698,-0.025,0.003,-0.057,0.003,-0.026,0.004,-0.056,0.004,6.2,0.4,-57.3,1.7
RBPLJ1754+3212,2457618.3676,-0.031,0.004,-0.057,0.004,-0.032,0.005,-0.055,0.004,6.3,0.4,-60.0,2.0
RBPLJ1754+3212,2457619.3682,-0.044,0.003,-0.027,0.003,-0.043,0.004,-0.025,0.004,5.0,0.4,-75.0,2.1
RBPLJ1754+3212,2457620.3670,-0.039,0.003,-0.014,0.003,-0.038,0.003,-0.012,0.003,4.0,0.3,-81.3,2.3
RBPLJ1754+3212,2457621.3660,-0.039,0.003,-0.017,0.003,-0.038,0.003,-0.015,0.004,4.1,0.3,-79.0,2.5
RBPLJ1754+3212,2457623.4099,-0.007,0.003,-0.034,0.003,-0.007,0.004,-0.034,0.003,3.4,0.3,-50.6,2.8
RBPLJ1754+3212,2457624.3993,-0.009,0.003,-0.044,0.004,-0.009,0.004,-0.043,0.004,4.4,0.4,-50.9,2.5
RBPLJ1754+3212,2457625.4431,0.028,0.004,-0.062,0.004,0.027,0.005,-0.062,0.004,6.8,0.4,-33.4,1.8
RBPLJ1754+3212,2457628.4430,0.016,0.005,-0.024,0.005,0.016,0.005,-0.024,0.005,2.9,0.5,-28.1,4.8
RBPLJ1754+3212,2457630.4372,0.007,0.003,-0.021,0.003,0.007,0.003,-0.021,0.003,2.2,0.3,-35.3,4.0
RBPLJ1754+3212,2457631.3590,-0.002,0.004,-0.019,0.003,-0.001,0.004,-0.019,0.004,1.9,0.4,-46.3,5.6
RBPLJ1754+3212,2457633.3416,0.013,0.003,-0.013,0.003,0.014,0.003,-0.013,0.003,1.9,0.3,-21.0,4.8
RBPLJ1754+3212,2457634.3484,0.007,0.003,-0.018,0.003,0.007,0.003,-0.018,0.003,1.9,0.3,-33.8,4.7
RBPLJ1754+3212,2457635.3262,0.011,0.003,-0.028,0.004,0.011,0.004,-0.029,0.004,3.1,0.4,-34.2,3.5
RBPLJ1754+3212,2457636.3546,0.010,0.003,-0.035,0.003,0.011,0.004,-0.035,0.004,3.6,0.3,-36.5,2.8
RBPLJ1754+3212,2457637.3305,0.017,0.003,-0.023,0.003,0.017,0.003,-0.024,0.003,2.9,0.3,-26.9,3.0
RBPLJ1800+3848,2456519.4236,0.008,0.005,-0.024,0.005,0.009,0.005,-0.024,0.005,2.6,0.5,-34.7,5.9
RBPLJ1800+3848,2456573.3200,-0.006,0.005,-0.018,0.005,-0.005,0.006,-0.017,0.006,1.8,0.6,-53.0,9.6
RBPLJ1800+3848,2456594.2757,-0.003,0.007,-0.009,0.006,-0.002,0.007,-0.008,0.006,0.9,0.6,-52.7,28.1
RBPLJ1800+3848,2456605.2044,0.006,0.007,0.021,0.007,0.008,0.008,0.021,0.007,2.2,0.7,34.4,10.2
RBPLJ1800+3848,2456780.5882,0.008,0.007,-0.036,0.007,0.008,0.007,-0.036,0.007,3.7,0.7,-39.0,5.3
RBPLJ1800+3848,2456801.5472,0.005,0.005,-0.002,0.005,0.007,0.005,-0.002,0.005,0.7,0.5,-8.8,25.5
RBPLJ1800+3848,2456828.4806,-0.005,0.007,0.006,0.007,-0.003,0.007,0.006,0.007,0.7,0.7,57.6,40.0
RBPLJ1800+3848,2456850.4576,0.001,0.007,-0.010,0.007,0.002,0.007,-0.009,0.007,0.9,0.7,-40.0,26.4
RBPLJ1800+3848,2456853.4146,0.001,0.005,-0.003,0.005,0.002,0.005,-0.003,0.006,0.4,0.5,-24.7,46.9
RBPLJ1800+3848,2456862.3492,0.005,0.007,0.002,0.007,0.006,0.008,0.002,0.007,0.7,0.8,9.8,41.1
RBPLJ1800+3848,2456872.4548,-0.001,0.005,-0.006,0.005,0.000,0.005,-0.006,0.005,0.6,0.5,-43.2,33.9
RBPLJ1800+3848,2456883.4090,-0.009,0.007,-0.022,0.006,-0.008,0.007,-0.021,0.006,2.3,0.7,-55.8,8.6
RBPLJ1800+3848,2456900.3658,0.000,0.006,-0.034,0.006,0.000,0.006,-0.033,0.006,3.3,0.6,-44.9,4.9
RBPLJ1800+3848,2456903.3921,-0.009,0.007,-0.017,0.007,-0.008,0.007,-0.016,0.007,1.8,0.7,-58.7,12.0
RBPLJ1800+3848,2456921.3583,0.006,0.010,-0.032,0.013,0.007,0.010,-0.032,0.013,3.3,1.3,-39.2,12.6
RBPLJ1800+3848,2456951.2565,0.017,0.005,-0.008,0.005,0.018,0.005,-0.009,0.005,2.0,0.5,-12.7,7.2
RBPLJ1800+3848,2457153.4316,0.002,0.006,0.009,0.005,0.004,0.006,0.009,0.006,1.0,0.6,33.8,20.3
RBPLJ1800+3848,2457167.5116,-0.010,0.005,0.008,0.005,-0.009,0.006,0.008,0.005,1.2,0.5,67.7,15.0
RBPLJ1800+3848,2457177.4122,-0.014,0.014,-0.040,0.012,-0.014,0.014,-0.040,0.012,4.2,1.3,-54.5,9.2
RBPLJ1800+3848,2457198.4331,-0.001,0.004,-0.025,0.004,-0.001,0.005,-0.025,0.004,2.5,0.4,-45.9,4.9
RBPLJ1800+3848,2457213.4802,0.000,0.004,-0.037,0.004,0.000,0.005,-0.037,0.004,3.7,0.4,-44.9,3.3
RBPLJ1800+3848,2457218.4542,-0.003,0.005,-0.019,0.005,-0.002,0.005,-0.019,0.005,1.9,0.5,-48.3,7.8
RBPLJ1800+3848,2457219.4113,-0.013,0.005,-0.013,0.005,-0.012,0.005,-0.012,0.005,1.7,0.5,-66.9,9.4
RBPLJ1800+3848,2457224.3836,0.002,0.004,-0.028,0.004,0.002,0.004,-0.028,0.004,2.8,0.4,-43.0,4.0
RBPLJ1800+3848,2457230.4207,-0.010,0.006,-0.007,0.006,-0.009,0.006,-0.006,0.006,1.1,0.6,-72.9,21.0
RBPLJ1800+3848,2457233.4285,-0.008,0.007,-0.019,0.007,-0.007,0.007,-0.018,0.007,2.0,0.7,-55.5,11.1
RBPLJ1800+3848,2457236.4189,0.016,0.008,-0.010,0.007,0.017,0.008,-0.010,0.007,2.0,0.8,-15.6,12.2
RBPLJ1800+3848,2457251.3331,-0.006,0.005,-0.012,0.005,-0.005,0.005,-0.011,0.005,1.2,0.5,-56.2,12.8
RBPLJ1800+3848,2457255.4047,-0.002,0.006,-0.019,0.006,-0.001,0.006,-0.019,0.006,1.9,0.6,-46.8,9.5
RBPLJ1800+3848,2457263.4067,0.007,0.009,-0.034,0.008,0.007,0.009,-0.034,0.008,3.5,0.8,-39.2,7.1
RBPLJ1800+3848,2457266.3415,0.002,0.005,-0.017,0.005,0.002,0.005,-0.017,0.005,1.7,0.5,-40.9,8.3
RBPLJ1800+3848,2457284.3267,0.020,0.021,0.069,0.018,0.025,0.021,0.068,0.018,7.2,1.8,35.0,7.5
RBPLJ1800+3848,2457300.2835,0.003,0.005,-0.001,0.005,0.005,0.005,0.000,0.005,0.5,0.5,-2.3,40.9
RBPLJ1800+7828,2456510.3426,-0.137,0.005,0.053,0.005,-0.133,0.005,0.058,0.007,14.5,0.6,78.2,1.1
RBPLJ1800+7828,2456518.4170,-0.088,0.003,0.130,0.003,-0.081,0.006,0.133,0.004,15.6,0.5,60.7,0.9
RBPLJ1800+7828,2456521.4260,-0.062,0.006,0.171,0.007,-0.054,0.009,0.173,0.007,18.1,0.7,53.7,1.2
RBPLJ1800+7828,2456524.3802,-0.065,0.004,0.084,0.004,-0.060,0.005,0.087,0.005,10.5,0.5,62.3,1.3
RBPLJ1800+7828,2456539.4215,-0.046,0.005,0.062,0.005,-0.043,0.006,0.064,0.005,7.7,0.5,61.9,2.0
RBPLJ1800+7828,2456542.3797,-0.051,0.003,0.078,0.003,-0.046,0.004,0.080,0.003,9.2,0.3,60.0,1.1
RBPLJ1800+7828,2456546.2719,-0.053,0.003,0.102,0.003,-0.048,0.005,0.105,0.004,11.5,0.4,57.3,1.0
RBPLJ1800+7828,2456573.3436,0.021,0.003,-0.050,0.003,0.021,0.004,-0.050,0.003,5.5,0.3,-33.8,1.8
RBPLJ1800+7828,2456587.2543,0.054,0.003,-0.075,0.003,0.053,0.005,-0.077,0.004,9.3,0.4,-27.7,1.3
RBPLJ1800+7828,2456590.2439,0.046,0.004,-0.066,0.004,0.045,0.005,-0.067,0.004,8.1,0.4,-28.2,1.6
RBPLJ1800+7828,2456596.2370,0.087,0.007,-0.048,0.007,0.087,0.007,-0.051,0.008,10.0,0.7,-15.2,2.1
RBPLJ1800+7828,2456596.2434,0.094,0.004,-0.054,0.004,0.093,0.005,-0.057,0.005,10.9,0.5,-15.7,1.3
RBPLJ1800+7828,2456801.5908,-0.039,0.007,-0.044,0.008,-0.039,0.008,-0.043,0.008,5.8,0.8,-66.2,4.0
RBPLJ1800+7828,2456805.5191,-0.069,0.007,-0.045,0.007,-0.070,0.007,-0.042,0.007,8.1,0.7,-74.4,2.5
RBPLJ1800+7828,2456823.4905,-0.046,0.005,-0.054,0.007,-0.047,0.005,-0.052,0.008,7.0,0.7,-66.2,2.8
RBPLJ1800+7828,2456850.4784,-0.066,0.005,-0.014,0.005,-0.065,0.005,-0.011,0.006,6.6,0.6,-85.0,2.4
RBPLJ1800+7828,2456854.3908,-0.126,0.004,0.155,0.004,-0.119,0.008,0.160,0.006,19.9,0.7,63.3,1.0
RBPLJ1800+7828,2456858.3816,0.007,0.002,0.112,0.003,0.013,0.005,0.112,0.003,11.3,0.3,41.7,0.7
RBPLJ1800+7828,2456865.4025,-0.061,0.002,0.044,0.002,-0.058,0.003,0.047,0.003,7.5,0.3,70.6,1.3
RBPLJ1800+7828,2456871.3591,0.025,0.004,-0.019,0.004,0.026,0.004,-0.020,0.004,3.3,0.4,-18.9,3.7
RBPLJ1800+7828,2456872.2930,0.023,0.003,-0.093,0.003,0.021,0.005,-0.093,0.003,9.5,0.3,-38.7,0.9
RBPLJ1800+7828,2456873.3447,0.008,0.003,-0.049,0.003,0.008,0.004,-0.049,0.003,5.0,0.3,-40.6,1.7
RBPLJ1800+7828,2456883.3852,-0.076,0.003,0.021,0.003,-0.073,0.003,0.024,0.004,7.7,0.3,81.0,1.3
RBPLJ1800+7828,2456888.3819,-0.120,0.003,0.116,0.003,-0.114,0.006,0.120,0.005,16.6,0.6,66.7,0.9
RBPLJ1800+7828,2456897.3587,-0.041,0.003,0.083,0.003,-0.036,0.005,0.085,0.003,9.2,0.4,56.5,1.1
RBPLJ1800+7828,2456898.2589,-0.026,0.003,0.081,0.003,-0.021,0.004,0.082,0.003,8.5,0.3,52.1,1.1
RBPLJ1800+7828,2456900.3210,-0.064,0.003,0.104,0.003,-0.059,0.005,0.107,0.004,12.2,0.4,59.4,1.0
RBPLJ1800+7828,2456901.3420,-0.076,0.003,0.087,0.003,-0.071,0.005,0.090,0.004,11.5,0.4,64.0,1.1
RBPLJ1800+7828,2456903.4122,-0.066,0.002,0.039,0.002,-0.063,0.003,0.041,0.003,7.5,0.3,73.4,1.2
RBPLJ1800+7828,2456921.3421,-0.051,0.003,-0.031,0.004,-0.051,0.004,-0.029,0.005,5.8,0.4,-75.2,2.0
RBPLJ1800+7828,2456946.2562,-0.172,0.005,-0.066,0.005,-0.173,0.006,-0.059,0.009,18.3,0.6,-80.5,1.0
RBPLJ1800+7828,2457153.4092,0.023,0.004,-0.023,0.003,0.024,0.004,-0.023,0.003,3.3,0.4,-22.1,3.3
RBPLJ1800+7828,2457156.5671,0.031,0.004,-0.024,0.004,0.031,0.004,-0.024,0.005,4.0,0.5,-19.1,3.3
RBPLJ1800+7828,2457167.5285,0.032,0.004,0.006,0.004,0.034,0.004,0.005,0.005,3.5,0.5,4.5,3.8
RBPLJ1800+7828,2457192.4736,0.071,0.005,-0.044,0.005,0.071,0.005,-0.046,0.005,8.4,0.5,-16.5,1.8
RBPLJ1800+7828,2457193.4938,0.061,0.004,-0.069,0.004,0.060,0.005,-0.071,0.004,9.3,0.5,-25.0,1.4
RBPLJ1800+7828,2457199.4355,-0.005,0.003,-0.051,0.003,-0.005,0.004,-0.050,0.004,5.1,0.3,-47.9,2.0
RBPLJ1800+7828,2457214.3871,-0.017,0.004,-0.054,0.004,-0.018,0.005,-0.053,0.004,5.6,0.5,-54.2,2.3
RBPLJ1800+7828,2457222.4428,0.053,0.004,-0.013,0.004,0.054,0.004,-0.014,0.004,5.6,0.4,-7.4,2.1
RBPLJ1800+7828,2457229.4688,-0.007,0.003,-0.030,0.003,-0.007,0.004,-0.029,0.003,3.0,0.3,-51.6,3.0
RBPLJ1800+7828,2457232.4334,0.042,0.003,-0.042,0.003,0.042,0.004,-0.043,0.003,6.0,0.3,-22.8,1.6
RBPLJ1800+7828,2457235.3873,0.036,0.003,-0.015,0.003,0.037,0.004,-0.016,0.004,4.1,0.4,-11.8,2.7
RBPLJ1800+7828,2457238.4696,0.096,0.003,-0.021,0.003,0.097,0.003,-0.024,0.005,9.9,0.3,-7.1,1.0
RBPLJ1800+7828,2457265.3013,0.068,0.002,0.100,0.002,0.073,0.005,0.098,0.004,12.2,0.4,26.7,1.0
RBPLJ1800+7828,2457278.3349,-0.024,0.003,0.166,0.004,-0.017,0.007,0.167,0.004,16.7,0.4,47.8,0.7
RBPLJ1800+7828,2457285.3144,-0.048,0.003,-0.030,0.003,-0.048,0.003,-0.028,0.004,5.5,0.3,-74.8,1.7
RBPLJ1800+7828,2457300.3011,0.004,0.005,0.032,0.005,0.007,0.006,0.032,0.005,3.3,0.6,38.8,4.9
RBPLJ1800+7828,2457588.3385,-0.030,0.006,-0.082,0.006,-0.032,0.007,-0.081,0.006,8.7,0.6,-55.8,2.0
RBPLJ1800+7828,2457596.4723,-0.089,0.005,0.019,0.005,-0.087,0.005,0.023,0.006,9.0,0.5,82.7,1.6
RBPLJ1800+7828,2457597.3922,-0.066,0.004,0.015,0.004,-0.064,0.005,0.018,0.005,6.7,0.5,82.1,2.0
RBPLJ1800+7828,2457598.3836,-0.072,0.004,0.021,0.004,-0.070,0.005,0.024,0.005,7.4,0.5,80.4,1.8
RBPLJ1800+7828,2457599.3464,-0.069,0.004,0.010,0.004,-0.067,0.004,0.013,0.005,6.8,0.4,84.6,1.9
RBPLJ1800+7828,2457600.4202,-0.067,0.005,0.028,0.005,-0.065,0.005,0.030,0.005,7.1,0.5,77.4,2.0
RBPLJ1800+7828,2457601.3522,-0.060,0.004,0.032,0.004,-0.058,0.004,0.034,0.004,6.7,0.4,74.6,1.8
RBPLJ1800+7828,2457602.3424,-0.094,0.005,0.056,0.005,-0.090,0.006,0.060,0.006,10.8,0.6,73.3,1.6
RBPLJ1800+7828,2457603.3432,-0.125,0.005,0.021,0.005,-0.122,0.006,0.027,0.007,12.5,0.6,83.9,1.3
RBPLJ1800+7828,2457604.3631,-0.084,0.005,0.027,0.005,-0.082,0.006,0.031,0.006,8.7,0.6,79.7,1.9
RBPLJ1800+7828,2457606.3484,-0.067,0.004,0.031,0.004,-0.064,0.004,0.034,0.005,7.3,0.4,76.1,1.8
RBPLJ1800+7828,2457607.3722,-0.041,0.004,0.018,0.004,-0.039,0.005,0.020,0.005,4.4,0.5,76.6,3.1
